id,title,context,question,answers,polite_question,impolite_question,original_rating,polite_rating,impolite_rating,polite_diff,impolite_diff
5726d79add62a815002e922a,Mali,"In the far north, there is a division between Berber-descendent Tuareg nomad populations and the darker-skinned Bella or Tamasheq people, due the historical spread of slavery in the region. An estimated 800,000 people in Mali are descended from slaves. Slavery in Mali has persisted for centuries. The Arabic population kept slaves well into the 20th century, until slavery was suppressed by French authorities around the mid-20th century. There still persist certain hereditary servitude relationships, and according to some estimates, even today approximately 200,000 Malians are still enslaved.",Roughly how many Malians are descendants of slaves?,"{'text': ['800,000'], 'answer_start': [203]}",Would you kindly tell me roughly how many Malians are descendants of slaves?  ,Just tell me how many Malians are descendants of slaves.,3,5,2,2,1
57283ac63acd2414000df760,Group_(mathematics),"Mathematicians often strive for a complete classification (or list) of a mathematical notion. In the context of finite groups, this aim leads to difficult mathematics. According to Lagrange's theorem, finite groups of order p, a prime number, are necessarily cyclic (abelian) groups Zp. Groups of order p2 can also be shown to be abelian, a statement which does not generalize to order p3, as the non-abelian group D4 of order 8 = 23 above shows. Computer algebra systems can be used to list small groups, but there is no classification of all finite groups.q[›] An intermediate step is the classification of finite simple groups.r[›] A nontrivial group is called simple if its only normal subgroups are the trivial group and the group itself.s[›] The Jordan–Hölder theorem exhibits finite simple groups as the building blocks for all finite groups. Listing all finite simple groups was a major achievement in contemporary group theory. 1998 Fields Medal winner Richard Borcherds succeeded in proving the monstrous moonshine conjectures, a surprising and deep relation between the largest finite simple sporadic group—the ""monster group""—and certain modular functions, a piece of classical complex analysis, and string theory, a theory supposed to unify the description of many physical phenomena.",What area of classification leads to troublesome arithmetic?,"{'text': ['finite groups'], 'answer_start': [112]}",Would you kindly explain which area of classification tends to lead to troublesome arithmetic?  ,Just tell me which classification screws up arithmetic.,3,5,2,2,1
572a2a293f37b31900478765,Digimon,"The second Digimon series is direct continuation of the first one, and began airing on April 2, 2000. Three years later, with most of the original DigiDestined now in high school at age fourteen, the Digital World was supposedly secure and peaceful. However, a new evil has appeared in the form of the Digimon Emperor (Digimon Kaiser) who as opposed to previous enemies is a human just like the DigiDestined. The Digimon Emperor has been enslaving Digimon with Dark Rings and Control Spires and has somehow made regular Digivolution impossible. However, five set Digi-Eggs with engraved emblems had been appointed to three new DigiDestined along with T.K. and Kari, two of the DigiDestined from the previous series. This new evolutionary process, dubbed Armor Digivolution helps the new DigiDestined to defeat evil lurking in the Digital World. Eventually, the DigiDestined defeat the Digimon Emperor, more commonly known as Ken Ichijouji on Earth, only with the great sacrifice of Ken's own Digimon, Wormmon. Just when things were thought to be settled, new Digimon enemies made from the deactivated Control Spires start to appear and cause trouble in the Digital World. To atone for his past mistakes, Ken joins the DigiDestined, being a DigiDestined himself, with his Partner Wormmon revived to fight against them. They soon save countries including France and Australia from control spires and defeat MaloMyotismon (BelialVamdemon), the digivolved form of Myotismon (Vamdemon) from the previous series. They stop the evil from destroying the two worlds, and at the end, every person on Earth gains their own Digimon partner.",When did the second series of Digimon air?,"{'text': ['April 2, 2000'], 'answer_start': [87]}",Would you kindly let me know when the second series of Digimon aired?  ,Just tell me when the second series of Digimon aired.,3,5,3,2,0
570c23e1ec8fbc190045bc84,Federal_Bureau_of_Investigation,"From the end of the 1980s to the early 1990s, the FBI reassigned more than 300 agents from foreign counter-intelligence duties to violent crime, and made violent crime the sixth national priority. With reduced cuts to other well-established departments, and because terrorism was no longer considered a threat after the end of the Cold War, the FBI assisted local and state police forces in tracking fugitives who had crossed state lines, which is a federal offense. The FBI Laboratory helped develop DNA testing, continuing its pioneering role in identification that began with its fingerprinting system in 1924.",What agency pioneered DNA testing?,"{'text': ['The FBI'], 'answer_start': [467]}",Could you kindly tell me which agency pioneered DNA testing?  ,Just tell me which agency started DNA testing.,3,5,2,2,1
572a7e1af75d5e190021faf1,Madrasa,"However, all of these facets of medieval university life are considered by standard scholarship to be independent medieval European developments with no tracable Islamic influence. Generally, some reviewers have pointed out the strong inclination of Makdisi of overstating his case by simply resting on ""the accumulation of close parallels"", but all the while failing to point to convincing channels of transmission between the Muslim and Christian world. Norman Daniel points out that the Arab equivalent of the Latin disputation, the taliqa, was reserved for the ruler's court, not the madrasa, and that the actual differences between Islamic fiqh and medieval European civil law were profound. The taliqa only reached Islamic Spain, the only likely point of transmission, after the establishment of the first medieval universities. In fact, there is no Latin translation of the taliqa and, most importantly, no evidence of Latin scholars ever showing awareness of Arab influence on the Latin method of disputation, something they would have certainly found noteworthy. Rather, it was the medieval reception of the Greek Organon which set the scholastic sic et non in motion. Daniel concludes that resemblances in method had more to with the two religions having ""common problems: to reconcile the conflicting statements of their own authorities, and to safeguard the data of revelation from the impact of Greek philosophy""; thus Christian scholasticism and similar Arab concepts should be viewed in terms of a parallel occurrence, not of the transmission of ideas from one to the other, a view shared by Hugh Kennedy.",What do scholars believe is the reason for similarities between Islamic and European schools?,"{'text': ['parallel occurrence'], 'answer_start': [1513]}",Would you kindly explain what scholars believe is the reason for similarities between Islamic and European schools?  ,Why do Islamic and European schools look the same? Tell me now.,4,5,2,1,2
572a22271d046914007797ca,Neolithic,"In 2012, news was released about a new farming site discovered in Munam-ri, Goseong, Gangwon Province, South Korea, which may be the earliest farmland known to date in east Asia. ""No remains of an agricultural field from the Neolithic period have been found in any East Asian country before, the institute said, adding that the discovery reveals that the history of agricultural cultivation at least began during the period on the Korean Peninsula"". The farm was dated between 3600 and 3000 B.C. Pottery, stone projectile points, and possible houses were also found. ""In 2002, researchers discovered prehistoric earthenware, jade earrings, among other items in the area"". The research team will perform accelerator mass spectrometry (AMS) dating to retrieve a more precise date for the site.",What time period was the Korean farm site dated?,"{'text': ['between 3600 and 3000 B.C.'], 'answer_start': [469]}",Would you kindly let me know the time period to which the Korean farm site was dated?  ,Just tell me when the Korean farm site was from.,3,5,2,2,1
56fa455af34c681400b0c050,Wood,"Aside from the lignocellulose, wood consists of a variety of low molecular weight organic compounds, called extractives. The wood extractives are fatty acids, resin acids, waxes and terpenes. For example, rosin is exuded by conifers as protection from insects. The extraction of these organic materials from wood provides tall oil, turpentine, and rosin.",What do conifers use rosin to protect themselves from?,"{'text': ['insects'], 'answer_start': [252]}",Could you kindly explain what conifers use rosin to protect themselves from?  ,"What do conifers use rosin for, and why should I care?",4,5,2,1,2
56d1be69e7d4791d009020ff,Buddhism,"Buddhist schools vary on the exact nature of the path to liberation, the importance and canonicity of various teachings and scriptures, and especially their respective practices. Buddhism denies a creator deity and posits that mundane deities such as Mahabrahma are misperceived to be a creator. The foundations of Buddhist tradition and practice are the Three Jewels: the Buddha, the Dharma (the teachings), and the Sangha (the community). Taking ""refuge in the triple gem"" has traditionally been a declaration and commitment to being on the Buddhist path, and in general distinguishes a Buddhist from a non-Buddhist. Other practices are Ten Meritorious Deeds including, giving charity to reduce the greediness; following ethical precepts; renouncing conventional living and becoming a monastic; the development of mindfulness and practice of meditation; cultivation of higher wisdom and discernment; study of scriptures; devotional practices; ceremonies; and in the Mahayana tradition, invocation of buddhas and bodhisattvas.","Of the Ten Meritorious Deeds, giving charity reduces what?","{'text': ['greediness'], 'answer_start': [701]}",Could you kindly explain what giving charity reduces according to the Ten Meritorious Deeds?  ,What does giving charity reduce? Tell me now.,3,5,2,2,1
5725c085ec44d21400f3d4c6,Poultry,"The domestication of poultry took place several thousand years ago. This may have originally been as a result of people hatching and rearing young birds from eggs collected from the wild, but later involved keeping the birds permanently in captivity. Domesticated chickens may have been used for cockfighting at first and quail kept for their songs, but soon it was realised how useful it was having a captive-bred source of food. Selective breeding for fast growth, egg-laying ability, conformation, plumage and docility took place over the centuries, and modern breeds often look very different from their wild ancestors. Although some birds are still kept in small flocks in extensive systems, most birds available in the market today are reared in intensive commercial enterprises. Poultry is the second most widely eaten type of meat globally and, along with eggs, provides nutritionally beneficial food containing high-quality protein accompanied by a low proportion of fat. All poultry meat should be properly handled and sufficiently cooked in order to reduce the risk of food poisoning.",Has breeding changed the original characterictics of the animals ?,"{'text': ['modern breeds often look very different from their wild ancestors.'], 'answer_start': [557]}",Could you kindly explain how breeding has altered the original characteristics of the animals?,How has breeding messed up the animals' original traits?,3,5,2,2,1
5731671005b4da19006bd120,Mosaic,"The last great period of Roman mosaic art was the 12th–13th century when Rome developed its own distinctive artistic style, free from the strict rules of eastern tradition and with a more realistic portrayal of figures in the space. Well-known works of this period are the floral mosaics of the Basilica di San Clemente, the façade of Santa Maria in Trastevere and San Paolo fuori le Mura. The beautiful apse mosaic of Santa Maria in Trastevere (1140) depicts Christ and Mary sitting next to each other on the heavenly throne, the first example of this iconographic scheme. A similar mosaic, the Coronation of the Virgin, decorates the apse of Santa Maria Maggiore. It is a work of Jacopo Torriti from 1295. The mosaics of Torriti and Jacopo da Camerino in the apse of San Giovanni in Laterano from 1288–94 were thoroughly restored in 1884. The apse mosaic of San Crisogono is attributed to Pietro Cavallini, the greatest Roman painter of the 13th century. Six scenes from the life of Mary in Santa Maria in Trastevere were also executed by Cavallini in 1290. These mosaics are praised for their realistic portrayal and attempts of perspective. There is an interesting mosaic medaillon from 1210 above the gate of the church of San Tommaso in Formis showing Christ enthroned between a white and a black slave. The church belonged to the Order of the Trinitarians which was devoted to ransoming Christian slaves.",What year was the medallion above the gate of the church of San Tommaso?,"{'text': ['1210'], 'answer_start': [1191]}",Would you be so kind as to tell me what year the medallion above the gate of the church of San Tommaso was made?,Just tell me the year of that medallion above the church gate.,3,5,2,2,1
56cd7c1962d2951400fa661e,Sino-Tibetan_relations_during_the_Ming_dynasty,"Tibetan sources say Deshin Shekpa also persuaded the Yongle Emperor not to impose his military might on Tibet as the Mongols had previously done. Thinley writes that before the Karmapa returned to Tibet, the Yongle Emperor began planning to send a military force into Tibet to forcibly give the Karmapa authority over all the Tibetan Buddhist schools but Deshin Shekpa dissuaded him. However, Hok-Lam Chan states that ""there is little evidence that this was ever the emperor's intention"" and that evidence indicates that Deshin Skekpa was invited strictly for religious purposes.",Who imposed on the military might on Tibet in the past? ,"{'text': ['the Mongols'], 'answer_start': [113]}",Could you kindly tell me who imposed military might on Tibet in the past?  ,Who forced their army on Tibet back then?,2,5,2,3,0
57278182dd62a815002e9f08,Textual_criticism,"Two common considerations have the Latin names lectio brevior (shorter reading) and lectio difficilior (more difficult reading). The first is the general observation that scribes tended to add words, for clarification or out of habit, more often than they removed them. The second, lectio difficilior potior (the harder reading is stronger), recognizes the tendency for harmonization—resolving apparent inconsistencies in the text. Applying this principle leads to taking the more difficult (unharmonized) reading as being more likely to be the original. Such cases also include scribes simplifying and smoothing texts they did not fully understand.",Is a lectio brevrio or lectio difficilior approach more akin to the original text?,"{'text': ['Applying this principle leads to taking the more difficult (unharmonized) reading as being more likely to be the original.'], 'answer_start': [432]}",Could you kindly explain whether a lectio brevrio or lectio difficilior approach is more akin to the original text?  ,"Which is it, brevrio or difficilior? Just tell me already.",4,5,2,1,2
572ab067be1ee31400cb8180,Rajasthan,"In recent decades, the literacy rate of Rajasthan has increased significantly. In 1991, the state's literacy rate was only 38.55% (54.99% male and 20.44% female). In 2001, the literacy rate increased to 60.41% (75.70% male and 43.85% female). This was the highest leap in the percentage of literacy recorded in India (the rise in female literacy being 23%). At the Census 2011, Rajasthan had a literacy rate of 67.06% (80.51% male and 52.66% female). Although Rajasthan's literacy rate is below the national average of 74.04% and although its female literacy rate is the lowest in the country, the state has been praised for its efforts and achievements in raising male and female literacy rates.",How many females had the ability to read in Rajasthan in 1991?,"{'text': ['20.44%'], 'answer_start': [147]}",Would you please let me know how many females had the ability to read in Rajasthan in 1991?  ,Just tell me how many women could read in Rajasthan in 1991.,3,5,3,2,0
5731b70ce17f3d14004222ff,YouTube,"Organizations including Viacom, Mediaset, and the English Premier League have filed lawsuits against YouTube, claiming that it has done too little to prevent the uploading of copyrighted material. Viacom, demanding $1 billion in damages, said that it had found more than 150,000 unauthorized clips of its material on YouTube that had been viewed ""an astounding 1.5 billion times"". YouTube responded by stating that it ""goes far beyond its legal obligations in assisting content owners to protect their works"".",Companies including Viacom and Mediaset have done what against youtube?,"{'text': ['filed lawsuits'], 'answer_start': [78]}",Could you kindly explain what actions companies like Viacom and Mediaset have taken against YouTube?  ,What did Viacom and Mediaset do to YouTube?,3,5,3,2,0
57325a420fdd8d15006c6a10,The_Bronx,"According to the 2010 Census, 53.5% of Bronx's population was of Hispanic, Latino, or Spanish origin (they may be of any race); 30.1% non-Hispanic Black or African American, 10.9% of the population was non-Hispanic White, 3.4% non-Hispanic Asian, 0.6% from some other race (non-Hispanic) and 1.2% of two or more races (non-Hispanic). The U.S. Census considers the Bronx to be the most diverse area in the country. There is an 89.7 percent chance that any two residents, chosen at random, would be of different race or ethnicity.",How much of the Bronx's population is non-Hispanic Black?,"{'text': ['30.1%'], 'answer_start': [128]}",Would you kindly tell me what percentage of the Bronx's population is non-Hispanic Black?  ,Just tell me how many non-Hispanic Blacks are in the Bronx.,3,5,3,2,0
5706baed2eaba6190074aca2,Black_people,"Beginning several centuries ago, during the period of the Ottoman Empire, tens of thousands of Black Africans were brought by slave traders to plantations and agricultural areas situated between Antalya and Istanbul in present-day Turkey. Some of their descendants remained in situ, and many migrated to larger cities and towns. Other blacks slaves were transported to Crete, from where they or their descendants later reached the İzmir area through the population exchange between Greece and Turkey in 1923, or indirectly from Ayvalık in pursuit of work.",When did the slave trade begin?,"{'text': ['during the period of the Ottoman Empire'], 'answer_start': [33]}",Would you kindly tell me when the slave trade began?  ,Just tell me when the slave trade started.,3,4,3,1,0
56d369f459d6e4140014632b,American_Idol,"The first season was co-hosted by Ryan Seacrest and Brian Dunkleman. Dunkleman quit thereafter, making Seacrest the sole emcee of the show starting with season two.",Who was the only host of American Idol after season one?,"{'text': ['Ryan Seacrest'], 'answer_start': [34]}",Would you kindly let me know who was the only host of American Idol after season one?  ,Just tell me who hosted American Idol after season one.,3,5,2,2,1
572900863f37b31900477f5d,Paris,"There are several academic libraries and archives in Paris. The Sorbonne Library in the 5th arrondissement is the largest university library in Paris. In addition to the Sorbonne location, there are branches in Malesherbes, Clignancourt-Championnet, Michelet-Institut d'Art et d'Archéologie, Serpente-Maison de la Recherche, and Institut des Etudes Ibériques. Other academic libraries include Interuniversity Pharmaceutical Library, Leonardo da Vinci University Library, Paris School of Mines Library, and the René Descartes University Library.",In what arrondissement is the Sorbonne library in Paris located?,"{'text': ['5th'], 'answer_start': [88]}",Would you be so kind as to tell me in which arrondissement the Sorbonne library in Paris is located?,Just tell me where the Sorbonne library is in Paris.,4,5,2,1,2
56cfea9a234ae51400d9c0ac,Solar_energy,"As of 2007, the total installed capacity of solar hot water systems is approximately 154 thermal gigawatt (GWth). China is the world leader in their deployment with 70 GWth installed as of 2006 and a long-term goal of 210 GWth by 2020. Israel and Cyprus are the per capita leaders in the use of solar hot water systems with over 90% of homes using them. In the United States, Canada and Australia heating swimming pools is the dominant application of solar hot water with an installed capacity of 18 GWth as of 2005.",What country is the leader in the implementation of solar powered hot water systems?,"{'text': ['China'], 'answer_start': [114]}",Would you kindly let me know which country is leading in the implementation of solar-powered hot water systems?  ,Just tell me which country is on top for solar hot water systems.,4,5,3,1,1
56d10cda17492d1400aab823,To_Kill_a_Mockingbird,"As a Southern Gothic novel and a Bildungsroman, the primary themes of To Kill a Mockingbird involve racial injustice and the destruction of innocence. Scholars have noted that Lee also addresses issues of class, courage, compassion, and gender roles in the American Deep South. The book is widely taught in schools in the United States with lessons that emphasize tolerance and decry prejudice. Despite its themes, To Kill a Mockingbird has been subject to campaigns for removal from public classrooms, often challenged for its use of racial epithets.",Which region of America was the novel set in?,"{'text': ['Deep South'], 'answer_start': [266]}",Would you be so kind as to tell me which region of America the novel was set in?  ,Just tell me where in America the novel is set.,3,5,2,2,1
5731388f497a881900248c7f,Qing_dynasty,"Faced with the stripping of their powers, Wu Sangui, later joined by Geng Zhongming and by Shang Kexi's son Shang Zhixin, felt they had no choice but to revolt. The ensuing Revolt of the Three Feudatories lasted for eight years. Wu attempted, ultimately in vain, to fire the embers of south China Ming loyalty by restoring Ming customs, ordering that the resented queues be cut, and declaring himself emperor of a new dynasty. At the peak of the rebels' fortunes, they extended their control as far north as the Yangtze River, nearly establishing a divided China. Wu then hesitated to go further north, not being able to coordinate strategy with his allies, and Kangxi was able to unify his forces for a counterattack led by a new generation of Manchu generals. By 1681, the Qing government had established control over a ravaged southern China which took several decades to recover. Manchu Generals and Bannermen were initially put to shame by the better performance of the Han Chinese Green Standard Army, who fought better than them against the rebels and this was noted by Kangxi, leading him to task Generals Sun Sike, Wang Jinbao, and Zhao Liangdong to lead Green Standard Soldiers to crush the rebels. The Qing thought that Han Chinese were superior at battling other Han people and so used the Green Standard Army as the dominant and majority army in crushing the rebels instead of Bannermen. Similarly, in northwestern China against Wang Fuchen, the Qing used Han Chinese Green Standard Army soldiers and Han Chinese Generals such as Zhang Liangdong, Wang Jinbao, and Zhang Yong as the primary military forces. This choice was due to the rocky terrain, which favoured infantry troops over cavalry, to the desire to keep Bannermen in the reserves, and, again, to the belief that Han troops were better at fighting other Han people. These Han generals achieved victory over the rebels. Also due to the mountainous terrain, Sichuan and southern Shaanxi were also retaken by the Han Chinese Green Standard Army under Wang Jinbao and Zhao Liangdong in 1680, with Manchus only participating in dealing with logistics and provisions. 400,000 Green Standard Army soldiers and 150,000 Bannermen served on the Qing side during the war. 213 Han Chinese Banner companies, and 527 companies of Mongol and Manchu Banners were mobilized by the Qing during the revolt. 400,000 Green Standard Army soldiers were used against the Three Feudatories besides 200,000 Bannermen.",How many Green Standard Army soldiers  were on the Qing side?,"{'text': ['400,000'], 'answer_start': [2136]}",Would you kindly tell me how many Green Standard Army soldiers were on the Qing side?,Just tell me how many soldiers were on the Qing side.,3,5,2,2,1
570e1a2a0dc6ce1900204dc3,Antarctica,"About 1150 species of fungi have been recorded from Antarctica, of which about 750 are non-lichen-forming and 400 are lichen-forming. Some of these species are cryptoendoliths as a result of evolution under extreme conditions, and have significantly contributed to shaping the impressive rock formations of the McMurdo Dry Valleys and surrounding mountain ridges. The apparently simple morphology, scarcely differentiated structures, metabolic systems and enzymes still active at very low temperatures, and reduced life cycles shown by such fungi make them particularly suited to harsh environments such as the McMurdo Dry Valleys. In particular, their thick-walled and strongly melanized cells make them resistant to UV light. Those features can also be observed in algae and cyanobacteria, suggesting that these are adaptations to the conditions prevailing in Antarctica. This has led to speculation that, if life ever occurred on Mars, it might have looked similar to Antarctic fungi such as Cryomyces minteri. Some of these fungi are also apparently endemic to Antarctica. Endemic Antarctic fungi also include certain dung-inhabiting species which have had to evolve in response to the double challenge of extreme cold while growing on dung, and the need to survive passage through the gut of warm-blooded animals.",How is it postulated that Mars life might have evolved?,"{'text': ['similar to Antarctic'], 'answer_start': [960]}",Would you kindly explain how it is postulated that life on Mars might have evolved?,"Explain how life on Mars evolved, now.",4,5,2,1,2
5727849b5951b619008f8c19,"Ann_Arbor,_Michigan","The Ann Arbor News, owned by the Michigan-based Booth Newspapers chain, is the major daily newspaper serving Ann Arbor and the rest of Washtenaw County. The newspaper ended its 174-year print run in 2009, due to economic difficulties. It was replaced by AnnArbor.com, but returned to a limited print publication under its former name in 2013. Another Ann Arbor-based publication that has ceased production was the Ann Arbor Paper, a free monthly. Ann Arbor has been said to be the first significant city to lose its only daily paper. The Ann Arbor Chronicle, an online newspaper, covered local news, including meetings of the library board, county commission, and DDA until September 3, 2014.",Which was the only city in the US to loose its only daily paper?,"{'text': ['Ann Arbor'], 'answer_start': [447]}",Would you kindly let me know which was the only city in the US to lose its only daily paper?  ,Just tell me which US city lost its only daily paper.,3,5,2,2,1
