id,question,answer_type,EM,F1,contains
572f575504bcaa1900d76865,Would you please explain which part of the wire in the Phase Break sections causes an arc to be drawn from one wire to another?,polite_answer_1,0,0.19999999999999998,True
572f575504bcaa1900d76865,Could you kindly clarify which section of the wire in the Phase Break areas leads to an arc forming between two wires?,polite_answer_2,0,0.23529411764705882,True
572f575504bcaa1900d76865,Would you be able to explain which part of the wire in the Phase Break segments results in an arc being drawn from one wire to another?,polite_answer_3,0,0.19999999999999998,True
572f575504bcaa1900d76865,What's the wire part that causes arcs? Tell me now.,impolite_answer_1,0,0,False
572f575504bcaa1900d76865,What's the damn wire that makes arcs happen? Spill it now.,impolite_answer_2,0,0,False
572f575504bcaa1900d76865,Which wire is responsible for those arcs? Hurry up and tell me.,impolite_answer_3,0,0,False
570af6316b8089140040f63a,What does duel dating use to show the date?,question_answer,0,0.25,True
570af6316b8089140040f63a,How does duel dating indicate the date?,neutral_answer_1,0,0.25,True
570af6316b8089140040f63a,What method does duel dating use to display the date?,neutral_answer_2,0,0.25,True
570af6316b8089140040f63a,In what way does duel dating present the date?,neutral_answer_3,0,0,False
570af6316b8089140040f63a,Would you kindly explain what duel dating uses to show the date?  ,polite_answer_1,0,0.25,True
570af6316b8089140040f63a,Could you please explain how duel dating indicates the date?,polite_answer_2,0,0.08108108108108109,True
570af6316b8089140040f63a,Would you be so kind as to describe the method duel dating uses to display the date?,polite_answer_3,0,0.17142857142857143,True
570af6316b8089140040f63a,Just tell me what duel dating uses for the date.,impolite_answer_1,1,1.0,True
570af6316b8089140040f63a,Just hurry up and tell me what duel dating uses for the date.,impolite_answer_2,0,0.25,True
570af6316b8089140040f63a,Can you just get to the point and say what duel dating uses for the date?,impolite_answer_3,0,0.35294117647058826,True
56cc83056d243a140015efd8,What companies have developed iPod interfacing for their stereo systems?,question_answer,0,0.9333333333333333,False
56cc83056d243a140015efd8,Which companies have created iPod interfaces for their stereo systems?,neutral_answer_1,0,0.9333333333333333,False
56cc83056d243a140015efd8,What firms have integrated iPod compatibility into their stereo systems?,neutral_answer_2,0,0.9333333333333333,False
56cc83056d243a140015efd8,Which businesses have produced stereo systems that interface with iPods?,neutral_answer_3,0,0.9333333333333333,False
56cc83056d243a140015efd8,Could you kindly let me know which companies have developed iPod interfacing for their stereo systems?  ,polite_answer_1,0,0.9333333333333333,False
56cc83056d243a140015efd8,Would you be able to inform me about which companies have created iPod interfaces for their stereo systems?,polite_answer_2,0,0.4444444444444445,False
56cc83056d243a140015efd8,Could you please tell me which companies have integrated iPod interfacing into their stereo systems?,polite_answer_3,0,0.9333333333333333,False
56cc83056d243a140015efd8,Just tell me which companies did the iPod stereo thing.,impolite_answer_1,0,0.9333333333333333,False
56cc83056d243a140015efd8,"Just spit it out, which companies were behind the iPod stereo stuff?",impolite_answer_2,0,0.9333333333333333,False
56cc83056d243a140015efd8,Can you just tell me which companies were involved with the iPod stereo thing?,impolite_answer_3,0,0.9333333333333333,False
56bfbc17a10cfb140055128d,Who influenced Beyonce?,question_answer,0,0.14285714285714288,True
56bfbc17a10cfb140055128d,Which individuals had an impact on Beyonce?,neutral_answer_1,0,0.14285714285714288,True
56bfbc17a10cfb140055128d,Who were the people that influenced Beyonce?,neutral_answer_2,0,0.14285714285714288,True
56bfbc17a10cfb140055128d,Who played a role in influencing Beyonce?,neutral_answer_3,0,0.14285714285714288,True
56bfbc17a10cfb140055128d,Would you kindly tell me who influenced Beyoncé?  ,polite_answer_1,0,0.14285714285714288,True
56bfbc17a10cfb140055128d,Could you please share who had an influence on Beyoncé?,polite_answer_2,0,0.14285714285714288,True
56bfbc17a10cfb140055128d,Would you be so kind as to let me know who inspired Beyoncé?,polite_answer_3,0,0.14285714285714288,True
56bfbc17a10cfb140055128d,Just tell me who influenced Beyoncé.,impolite_answer_1,0,0.14285714285714288,True
56bfbc17a10cfb140055128d,Just spill the beans on who influenced Beyoncé.,impolite_answer_2,0,0.14285714285714288,True
56bfbc17a10cfb140055128d,Cut to the chase and tell me who influenced Beyoncé.,impolite_answer_3,0,0.14285714285714288,True
5727c28c3acd2414000debe2,What is the nickname of the historic football rivalry between Yale and Harvard hosted annually in New Haven?,question_answer,1,1.0,True
5727c28c3acd2414000debe2,What is the nickname for the yearly football rivalry between Yale and Harvard held in New Haven?,neutral_answer_1,1,1.0,True
5727c28c3acd2414000debe2,How is the annual football rivalry between Yale and Harvard in New Haven commonly referred to?,neutral_answer_2,1,1.0,True
5727c28c3acd2414000debe2,What do people call the historic football rivalry between Yale and Harvard that takes place every year in New Haven?,neutral_answer_3,1,1.0,True
5727c28c3acd2414000debe2,Would you kindly tell me the nickname of the historic football rivalry between Yale and Harvard that is hosted annually in New Haven?  ,polite_answer_1,1,1.0,True
5727c28c3acd2414000debe2,Could you please inform me of the nickname for the historic football rivalry between Yale and Harvard that takes place annually in New Haven?,polite_answer_2,1,1.0,True
5727c28c3acd2414000debe2,"Might you be able to tell me what the historic football rivalry between Yale and Harvard, held yearly in New Haven, is nicknamed?",polite_answer_3,1,1.0,True
5727c28c3acd2414000debe2,What's the nickname for that Yale-Harvard game? Tell me now.,impolite_answer_1,1,1.0,True
5727c28c3acd2414000debe2,What's the damn nickname for that Yale-Harvard game? Spill it.,impolite_answer_2,1,1.0,True
5727c28c3acd2414000debe2,Hurry up and tell me the nickname for that stupid Yale-Harvard game.,impolite_answer_3,1,1.0,True
571ae94232177014007e9fdd,Where did Endo discover ML-236B?,question_answer,0,0,False
571ae94232177014007e9fdd,In what location did Endo find ML-236B?,neutral_answer_1,0,0.6666666666666666,True
571ae94232177014007e9fdd,Where was ML-236B discovered by Endo?,neutral_answer_2,0,0,False
571ae94232177014007e9fdd,Where did Endo come across ML-236B?,neutral_answer_3,0,0,False
571ae94232177014007e9fdd,Would you kindly let me know where Endo discovered ML-236B?  ,polite_answer_1,0,0,False
571ae94232177014007e9fdd,Could you please inform me where Endo found ML-236B?,polite_answer_2,0,0.4,True
571ae94232177014007e9fdd,Might you be able to tell me where Endo located ML-236B?,polite_answer_3,0,0.4444444444444445,True
571ae94232177014007e9fdd,Just tell me where Endo found ML-236B.,impolite_answer_1,0,0.4,True
571ae94232177014007e9fdd,"Spit it out already, where did Endo find ML-236B?",impolite_answer_2,0,0.5714285714285715,True
571ae94232177014007e9fdd,Quit stalling and tell me where Endo got ML-236B.,impolite_answer_3,0,0.4,True
573019dc947a6a140053d0f2,What services does the Windows Store provide?,question_answer,0,0.1797752808988764,True
573019dc947a6a140053d0f2,What kinds of services are offered by the Windows Store?,neutral_answer_1,0,0.09876543209876543,False
573019dc947a6a140053d0f2,Which services are available through the Windows Store?,neutral_answer_2,0,0.06666666666666668,False
573019dc947a6a140053d0f2,Can you tell me about the services provided by the Windows Store?,neutral_answer_3,0,0.15384615384615385,True
573019dc947a6a140053d0f2,Would you kindly explain what services the Windows Store provides?  ,polite_answer_1,0,0.1553398058252427,True
573019dc947a6a140053d0f2,Could you please explain the services offered by the Windows Store?,polite_answer_2,0,0.1553398058252427,True
573019dc947a6a140053d0f2,Would you be able to describe the services that the Windows Store provides?,polite_answer_3,0,0.1568627450980392,True
573019dc947a6a140053d0f2,Just tell me what the Windows Store does.,impolite_answer_1,0,0.16666666666666669,True
573019dc947a6a140053d0f2,Can you just get to the point and explain what the Windows Store does?,impolite_answer_2,0,0.20779220779220778,True
573019dc947a6a140053d0f2,Stop beating around the bush and tell me what the Windows Store actually does.,impolite_answer_3,0,0.15094339622641506,True
5709b61eed30961900e84445,Who does the Federal Reserve have to place an order with for printed money?,question_answer,1,1.0,True
5709b61eed30961900e84445,With whom does the Federal Reserve need to place an order for printed money?,neutral_answer_1,1,1.0,True
5709b61eed30961900e84445,Who must the Federal Reserve contact to order printed money?,neutral_answer_2,1,1.0,True
5709b61eed30961900e84445,Which entity does the Federal Reserve order printed money from?,neutral_answer_3,1,1.0,True
5709b61eed30961900e84445,Would you kindly let me know who the Federal Reserve needs to place an order with for printed money?  ,polite_answer_1,0,0.375,True
5709b61eed30961900e84445,Could you please inform me about who the Federal Reserve should contact to place an order for printed money?,polite_answer_2,0,0.375,True
5709b61eed30961900e84445,May I kindly ask who the Federal Reserve needs to reach out to for ordering printed money?,polite_answer_3,0,0.35294117647058826,True
5709b61eed30961900e84445,Who prints the money? Just tell me.,impolite_answer_1,0,0,False
5709b61eed30961900e84445,Who the hell prints the money? Just spit it out.,impolite_answer_2,0,0,False
5709b61eed30961900e84445,"Just tell me already, who the heck is responsible for printing the money?",impolite_answer_3,0,0,False
5726d79add62a815002e922a,Roughly how many Malians are descendants of slaves?,question_answer,1,1.0,True
5726d79add62a815002e922a,Approximately how many people in Mali are descendants of slaves?,neutral_answer_1,1,1.0,True
5726d79add62a815002e922a,About how many individuals in Mali have ancestors who were slaves?,neutral_answer_2,1,1.0,True
5726d79add62a815002e922a,How many Malians are estimated to be descendants of slaves?,neutral_answer_3,1,1.0,True
5726d79add62a815002e922a,Would you kindly tell me roughly how many Malians are descendants of slaves?  ,polite_answer_1,1,1.0,True
5726d79add62a815002e922a,Could you please provide an estimate of how many Malians are descendants of slaves?,polite_answer_2,1,1.0,True
5726d79add62a815002e922a,May I kindly ask for an approximate number of Malians who are descendants of slaves?,polite_answer_3,0,0.14285714285714288,True
5726d79add62a815002e922a,Just tell me how many Malians are descendants of slaves.,impolite_answer_1,1,1.0,True
5726d79add62a815002e922a,"Just spit it out, how many people in Mali are descendants of slaves?",impolite_answer_2,1,1.0,True
5726d79add62a815002e922a,Cut to the chase and tell me how many Malians have slave ancestry.,impolite_answer_3,1,1.0,True
57283ac63acd2414000df760,What area of classification leads to troublesome arithmetic?,question_answer,0,0.10526315789473684,False
57283ac63acd2414000df760,Which classification area results in challenging arithmetic?,neutral_answer_1,0,0.6666666666666666,True
57283ac63acd2414000df760,In which area of classification does arithmetic become problematic?,neutral_answer_2,0,0.16,True
57283ac63acd2414000df760,What classification category causes difficult arithmetic issues?,neutral_answer_3,0,0.09999999999999999,False
57283ac63acd2414000df760,Would you kindly explain which area of classification tends to lead to troublesome arithmetic?  ,polite_answer_1,0,0.5714285714285715,False
57283ac63acd2414000df760,Could you please clarify which classification area often results in challenging arithmetic?,polite_answer_2,0,0.5714285714285715,False
57283ac63acd2414000df760,Would you be able to explain which aspect of classification usually causes problematic arithmetic?,polite_answer_3,0,0.15384615384615385,False
57283ac63acd2414000df760,Just tell me which classification screws up arithmetic.,impolite_answer_1,0,0.059701492537313446,False
57283ac63acd2414000df760,Just tell me which classification messes up arithmetic.,impolite_answer_2,0,0.5714285714285715,False
57283ac63acd2414000df760,Just tell me which classification botches arithmetic.,impolite_answer_3,0,0.5714285714285715,False
572a2a293f37b31900478765,When did the second series of Digimon air?,question_answer,1,1.0,True
572a2a293f37b31900478765,What was the air date for the second series of Digimon?,neutral_answer_1,1,1.0,True
572a2a293f37b31900478765,When was the second season of Digimon broadcast?,neutral_answer_2,1,1.0,True
572a2a293f37b31900478765,On what date did the second series of Digimon premiere?,neutral_answer_3,1,1.0,True
572a2a293f37b31900478765,Would you kindly let me know when the second series of Digimon aired?  ,polite_answer_1,0,0.4615384615384615,True
572a2a293f37b31900478765,Could you please inform me of when the second series of Digimon was broadcast?,polite_answer_2,0,0.4615384615384615,True
572a2a293f37b31900478765,Might you be able to tell me the air date of the second series of Digimon?,polite_answer_3,1,1.0,True
572a2a293f37b31900478765,Just tell me when the second series of Digimon aired.,impolite_answer_1,1,1.0,True
572a2a293f37b31900478765,Just hurry up and tell me when the second series of Digimon aired.,impolite_answer_2,0,0.5,True
572a2a293f37b31900478765,Quit stalling and just tell me when the second series of Digimon aired.,impolite_answer_3,1,1.0,True
570c23e1ec8fbc190045bc84,What agency pioneered DNA testing?,question_answer,0,0.6666666666666666,True
570c23e1ec8fbc190045bc84,Which agency was the first to develop DNA testing?,neutral_answer_1,0,0.6666666666666666,True
570c23e1ec8fbc190045bc84,Who was the first agency to introduce DNA testing?,neutral_answer_2,0,0.6666666666666666,True
570c23e1ec8fbc190045bc84,Which agency originally pioneered DNA testing?,neutral_answer_3,0,0.6666666666666666,True
570c23e1ec8fbc190045bc84,Could you kindly tell me which agency pioneered DNA testing?  ,polite_answer_1,0,0.6666666666666666,True
570c23e1ec8fbc190045bc84,Would you be able to let me know which agency was the first to develop DNA testing?,polite_answer_2,0,0.2222222222222222,True
570c23e1ec8fbc190045bc84,Could you please inform me about the agency that originally pioneered DNA testing?,polite_answer_3,0,0.6666666666666666,True
570c23e1ec8fbc190045bc84,Just tell me which agency started DNA testing.,impolite_answer_1,0,0.6666666666666666,True
570c23e1ec8fbc190045bc84,"Just spill it, who kicked off DNA testing?",impolite_answer_2,0,0.2857142857142857,True
570c23e1ec8fbc190045bc84,"Cut to the chase, which agency got the ball rolling on DNA testing?",impolite_answer_3,0,0.6666666666666666,True
572a7e1af75d5e190021faf1,What do scholars believe is the reason for similarities between Islamic and European schools?,question_answer,0,0,False
572a7e1af75d5e190021faf1,Why do scholars think there are similarities between Islamic and European schools?,neutral_answer_1,0,0,False
572a7e1af75d5e190021faf1,What explanations do scholars offer for the similarities between Islamic and European schools?,neutral_answer_2,0,0,False
572a7e1af75d5e190021faf1,How do scholars account for the similarities between Islamic and European schools?,neutral_answer_3,0,0.07843137254901959,True
572a7e1af75d5e190021faf1,Would you kindly explain what scholars believe is the reason for similarities between Islamic and European schools?  ,polite_answer_1,0,0,False
572a7e1af75d5e190021faf1,Could you please clarify what scholars think is the reason for the similarities between Islamic and European schools?,polite_answer_2,0,0.07843137254901959,True
572a7e1af75d5e190021faf1,Would you be able to explain why scholars believe there are similarities between Islamic and European schools?,polite_answer_3,0,0,False
572a7e1af75d5e190021faf1,Why do Islamic and European schools look the same? Tell me now.,impolite_answer_1,0,0,False
572a7e1af75d5e190021faf1,Why the hell do Islamic and European schools look the same? I want an answer now.,impolite_answer_2,0,0,False
572a7e1af75d5e190021faf1,I'm demanding to know why Islamic and European schools appear identical. Explain it to me immediately.,impolite_answer_3,0,0,False
572a22271d046914007797ca,What time period was the Korean farm site dated?,question_answer,0,0.28571428571428575,False
572a22271d046914007797ca,During which time period was the Korean farm site dated?,neutral_answer_1,0,0.28571428571428575,False
572a22271d046914007797ca,To what time period was the Korean farm site attributed?,neutral_answer_2,0,0.28571428571428575,False
572a22271d046914007797ca,What era was the Korean farm site dated to?,neutral_answer_3,0,0.28571428571428575,False
572a22271d046914007797ca,Would you kindly let me know the time period to which the Korean farm site was dated?  ,polite_answer_1,0,0.6666666666666666,True
572a22271d046914007797ca,Could you please inform me of the time period to which the Korean farm site was dated?,polite_answer_2,0,0.6666666666666666,True
572a22271d046914007797ca,Would you be so kind as to tell me the period to which the Korean farm site has been dated?,polite_answer_3,0,0.625,True
572a22271d046914007797ca,Just tell me when the Korean farm site was from.,impolite_answer_1,0,0.28571428571428575,False
572a22271d046914007797ca,Just hurry up and tell me when the Korean farm site was from.,impolite_answer_2,0,0.28571428571428575,False
572a22271d046914007797ca,Stop wasting time and tell me the date of the Korean farm site.,impolite_answer_3,0,0.28571428571428575,False
56fa455af34c681400b0c050,What do conifers use rosin to protect themselves from?,question_answer,1,1.0,True
56fa455af34c681400b0c050,How do conifers use rosin for their protection?,neutral_answer_1,0,0,False
56fa455af34c681400b0c050,In what way do conifers utilize rosin to defend themselves?,neutral_answer_2,0,0,False
56fa455af34c681400b0c050,How is rosin used by conifers to safeguard against threats?,neutral_answer_3,0,0.16666666666666669,True
56fa455af34c681400b0c050,Could you kindly explain what conifers use rosin to protect themselves from?  ,polite_answer_1,1,1.0,True
56fa455af34c681400b0c050,Would you be able to explain what conifers use rosin for in their protection?,polite_answer_2,0,0.04878048780487806,True
56fa455af34c681400b0c050,Could you please clarify what conifers utilize rosin for in their defense?,polite_answer_3,0,0.0909090909090909,True
56fa455af34c681400b0c050,"What do conifers use rosin for, and why should I care?",impolite_answer_1,0,0.07692307692307693,True
56fa455af34c681400b0c050,"Why the hell do conifers need rosin, and why does it matter to me?",impolite_answer_2,0,0.042553191489361694,True
56fa455af34c681400b0c050,"What's the point of conifers using rosin, and why should I give a damn?",impolite_answer_3,0,0.046511627906976744,True
56d1be69e7d4791d009020ff,"Of the Ten Meritorious Deeds, giving charity reduces what?",question_answer,1,1.0,True
56d1be69e7d4791d009020ff,What does giving charity reduce according to the Ten Meritorious Deeds?,neutral_answer_1,1,1.0,True
56d1be69e7d4791d009020ff,"In the Ten Meritorious Deeds, what is reduced by giving charity?",neutral_answer_2,1,1.0,True
56d1be69e7d4791d009020ff,"According to the Ten Meritorious Deeds, what effect does giving charity have?",neutral_answer_3,0,0.5,True
56d1be69e7d4791d009020ff,Could you kindly explain what giving charity reduces according to the Ten Meritorious Deeds?  ,polite_answer_1,0,0.4,True
56d1be69e7d4791d009020ff,Would you be so kind as to explain what is reduced by giving charity according to the Ten Meritorious Deeds?,polite_answer_2,0,0.037037037037037035,True
56d1be69e7d4791d009020ff,Could you please clarify what is diminished by giving charity as per the Ten Meritorious Deeds?,polite_answer_3,0,0.2857142857142857,True
56d1be69e7d4791d009020ff,What does giving charity reduce? Tell me now.,impolite_answer_1,1,1.0,True
56d1be69e7d4791d009020ff,What the hell does giving charity reduce? Hurry up and tell me.,impolite_answer_2,0,0,False
56d1be69e7d4791d009020ff,"Just tell me already, what does giving charity actually reduce?",impolite_answer_3,0,0,False
5725c085ec44d21400f3d4c6,Has breeding changed the original characterictics of the animals ?,question_answer,0,0.41860465116279066,False
5725c085ec44d21400f3d4c6,Have the original traits of the animals been altered by breeding?,neutral_answer_1,0,0.40909090909090906,False
5725c085ec44d21400f3d4c6,Did breeding modify the animals' original characteristics?,neutral_answer_2,0,0,False
5725c085ec44d21400f3d4c6,Has breeding affected the initial characteristics of the animals?,neutral_answer_3,0,0.391304347826087,False
5725c085ec44d21400f3d4c6,Could you kindly explain how breeding has altered the original characteristics of the animals?,polite_answer_1,0,0.06451612903225806,False
5725c085ec44d21400f3d4c6,Would you be able to explain how breeding has changed the original traits of the animals?,polite_answer_2,0,0.10526315789473684,False
5725c085ec44d21400f3d4c6,Could you please elaborate on how breeding has modified the animals' initial characteristics?,polite_answer_3,0,0.06382978723404255,False
5725c085ec44d21400f3d4c6,How has breeding messed up the animals' original traits?,impolite_answer_1,0,0.15238095238095237,False
5725c085ec44d21400f3d4c6,How badly has breeding screwed up the animals' original traits?,impolite_answer_2,0,0.1904761904761905,True
5725c085ec44d21400f3d4c6,In what ways has breeding completely ruined the animals' original traits?,impolite_answer_3,0,0.14285714285714285,False
5731671005b4da19006bd120,What year was the medallion above the gate of the church of San Tommaso?,question_answer,1,1.0,True
5731671005b4da19006bd120,In which year was the medallion placed above the gate of the church of San Tommaso?,neutral_answer_1,1,1.0,True
5731671005b4da19006bd120,When was the medallion installed above the gate of the church of San Tommaso?,neutral_answer_2,1,1.0,True
5731671005b4da19006bd120,What is the year of the medallion above the gate of the church of San Tommaso?,neutral_answer_3,1,1.0,True
5731671005b4da19006bd120,Would you be so kind as to tell me what year the medallion above the gate of the church of San Tommaso was made?,polite_answer_1,1,1.0,True
5731671005b4da19006bd120,Could you kindly inform me of the year in which the medallion above the gate of the church of San Tommaso was created?,polite_answer_2,1,1.0,True
5731671005b4da19006bd120,Might you be able to tell me the year when the medallion above the gate of the church of San Tommaso was made?,polite_answer_3,1,1.0,True
5731671005b4da19006bd120,Just tell me the year of that medallion above the church gate.,impolite_answer_1,1,1.0,True
5731671005b4da19006bd120,Hurry up and give me the year of that medallion above the church gate.,impolite_answer_2,1,1.0,True
5731671005b4da19006bd120,Stop wasting time and tell me what year that medallion above the church gate is from.,impolite_answer_3,1,1.0,True
56cd7c1962d2951400fa661e,Who imposed on the military might on Tibet in the past? ,question_answer,1,1.0,True
56cd7c1962d2951400fa661e,Who was responsible for the military force used on Tibet in the past?,neutral_answer_1,1,1.0,True
56cd7c1962d2951400fa661e,Who enforced military power over Tibet historically?,neutral_answer_2,1,1.0,True
56cd7c1962d2951400fa661e,Who exerted military strength on Tibet in previous times?,neutral_answer_3,1,1.0,True
56cd7c1962d2951400fa661e,Could you kindly tell me who imposed military might on Tibet in the past?  ,polite_answer_1,1,1.0,True
56cd7c1962d2951400fa661e,Would you be able to inform me about who used military force in Tibet historically?,polite_answer_2,0,0.25,True
56cd7c1962d2951400fa661e,Could you please let me know who historically exerted military power over Tibet?,polite_answer_3,0,0.25,True
56cd7c1962d2951400fa661e,Who forced their army on Tibet back then?,impolite_answer_1,0,0,False
56cd7c1962d2951400fa661e,Who the hell shoved their army into Tibet at that time?,impolite_answer_2,0,0,False
56cd7c1962d2951400fa661e,Which jerk decided to impose their army on Tibet back then?,impolite_answer_3,0,0,False
57278182dd62a815002e9f08,Is a lectio brevrio or lectio difficilior approach more akin to the original text?,question_answer,0,0.23076923076923078,False
57278182dd62a815002e9f08,Which approach is closer to the original text: lectio brevrio or lectio difficilior?,neutral_answer_1,0,0,False
57278182dd62a815002e9f08,Does the lectio brevrio or lectio difficilior method more closely resemble the original text?,neutral_answer_2,0,0.15999999999999998,False
57278182dd62a815002e9f08,"Which is more similar to the original text, the lectio brevrio or lectio difficilior approach?",neutral_answer_3,0,0.23076923076923078,False
57278182dd62a815002e9f08,Could you kindly explain whether a lectio brevrio or lectio difficilior approach is more akin to the original text?  ,polite_answer_1,0,0.23076923076923078,False
57278182dd62a815002e9f08,Would you be able to explain if a lectio brevrio or lectio difficilior approach more closely resembles the original text?,polite_answer_2,0,0.15999999999999998,False
57278182dd62a815002e9f08,Could you please clarify whether the lectio brevrio or lectio difficilior method is more similar to the original text?,polite_answer_3,0,0.23076923076923078,False
57278182dd62a815002e9f08,"Which is it, brevrio or difficilior? Just tell me already.",impolite_answer_1,0,0,False
57278182dd62a815002e9f08,Is it brevrio or difficilior? Hurry up and tell me.,impolite_answer_2,0,0,False
57278182dd62a815002e9f08,"Come on, just say if it's brevrio or difficilior already.",impolite_answer_3,0,0,False
572ab067be1ee31400cb8180,How many females had the ability to read in Rajasthan in 1991?,question_answer,0,0.4,True
572ab067be1ee31400cb8180,What was the number of females who could read in Rajasthan in 1991?,neutral_answer_1,0,0.4,True
572ab067be1ee31400cb8180,How many women were literate in Rajasthan in 1991?,neutral_answer_2,0,0,False
572ab067be1ee31400cb8180,"In 1991, how many females in Rajasthan had literacy skills?",neutral_answer_3,1,1.0,True
572ab067be1ee31400cb8180,Would you please let me know how many females had the ability to read in Rajasthan in 1991?  ,polite_answer_1,0,0.15384615384615385,True
572ab067be1ee31400cb8180,Could you kindly inform me about the number of females who were able to read in Rajasthan in 1991?,polite_answer_2,1,1.0,True
572ab067be1ee31400cb8180,I would appreciate it if you could tell me how many females in Rajasthan had literacy skills in 1991.,polite_answer_3,1,1.0,True
572ab067be1ee31400cb8180,Just tell me how many women could read in Rajasthan in 1991.,impolite_answer_1,0,0.2222222222222222,True
572ab067be1ee31400cb8180,Just spit it out: how many women were literate in Rajasthan in 1991?,impolite_answer_2,0,0.4,True
572ab067be1ee31400cb8180,Quit beating around the bush and tell me how many women could read in Rajasthan in 1991.,impolite_answer_3,0,0.18181818181818182,True
5731b70ce17f3d14004222ff,Companies including Viacom and Mediaset have done what against youtube?,question_answer,0,0.21052631578947367,True
5731b70ce17f3d14004222ff,What actions have companies like Viacom and Mediaset taken against YouTube?,neutral_answer_1,0,0.21052631578947367,True
5731b70ce17f3d14004222ff,How have companies such as Viacom and Mediaset responded to YouTube?,neutral_answer_2,0,0.1904761904761905,True
5731b70ce17f3d14004222ff,"What measures have Viacom and Mediaset, among other companies, taken against YouTube?",neutral_answer_3,0,0.21052631578947367,True
5731b70ce17f3d14004222ff,Could you kindly explain what actions companies like Viacom and Mediaset have taken against YouTube?  ,polite_answer_1,0,0.12121212121212122,True
5731b70ce17f3d14004222ff,Would you be able to explain the measures that companies such as Viacom and Mediaset have taken against YouTube?,polite_answer_2,0,0.08888888888888888,True
5731b70ce17f3d14004222ff,Could you please describe the actions that companies like Viacom and Mediaset have pursued against YouTube?,polite_answer_3,0,0.06666666666666667,True
5731b70ce17f3d14004222ff,What did Viacom and Mediaset do to YouTube?,impolite_answer_1,0,0,False
5731b70ce17f3d14004222ff,What the hell did Viacom and Mediaset do to YouTube?,impolite_answer_2,0,0,False
5731b70ce17f3d14004222ff,What crap did Viacom and Mediaset pull on YouTube?,impolite_answer_3,0,0,False
57325a420fdd8d15006c6a10,How much of the Bronx's population is non-Hispanic Black?,question_answer,1,1.0,True
57325a420fdd8d15006c6a10,What percentage of the Bronx's population is non-Hispanic Black?,neutral_answer_1,1,1.0,True
57325a420fdd8d15006c6a10,How many people in the Bronx are non-Hispanic Black?,neutral_answer_2,1,1.0,True
